0,41,49,1
1,35,17,1
2,55,45,1
3,55,20,1
4,15,30,1
5,25,30,1
6,20,50,0
7,10,43,1
8,55,60,1
9,30,60,1
10,20,65,0
11,50,35,1
12,30,25,1
13,15,10,1
14,30,5,1
15,10,20,1
16,5,30,0
17,20,40,1
18,15,60,1
19,45,65,1
20,45,20,1
21,45,10,1
22,55,5,1
23,65,35,1
24,65,20,1
25,45,30,1
26,35,40,1
27,41,37,1
28,64,42,1
29,40,60,1
30,31,52,1
31,35,69,1
32,53,52,1
33,65,55,1
34,63,65,0
35,2,60,1
36,20,20,1
37,5,5,1
38,60,12,1
39,40,25,1
40,42,7,1
41,24,12,1
42,23,3,1
43,11,14,1
44,6,38,1
45,2,48,1
46,8,56,0
47,13,52,1
48,6,68,1
49,47,47,1
50,49,58,0
51,27,43,1
52,37,31,1
53,57,29,1
54,63,23,0
55,53,12,1
56,32,12,1
57,36,26,1
58,21,24,1
59,17,34,1
60,12,24,1
61,24,58,0
62,27,69,0
63,15,77,1
64,62,77,1
65,49,73,1
66,67,5,1
67,56,39,0
68,37,47,1
69,37,56,1
70,57,68,1
71,47,16,1
72,44,17,1
73,46,13,1
74,49,11,1
75,49,42,1
76,53,43,1
77,61,52,1
78,57,48,1
79,56,37,1
80,55,54,1
81,15,47,0
82,14,37,1
83,11,31,1
84,16,22,1
85,4,18,1
86,28,18,1
87,26,52,0
88,26,35,1
89,31,67,1
90,15,19,1
91,22,22,1
92,18,24,1
93,26,27,1
94,25,24,1
95,22,27,1
96,25,21,1
97,19,21,1
98,20,26,1
99,18,18,1
100,35,35,1
