0,63,71,1
1,94,71,1
2,142,370,1
3,173,1276,1
4,205,1213,1
5,213,69,1
6,244,69,1
7,276,630,1
8,283,732,0
9,362,69,1
10,394,69,1
11,449,370,0
12,480,1276,1
13,512,1213,1
14,528,157,1
15,583,630,1
16,591,732,1
17,638,654,1
18,638,496,1
19,638,314,1
20,638,142,1
21,669,142,1
22,677,315,1
23,677,496,1
24,677,654,0
25,709,654,1
26,709,496,0
27,709,315,1
28,701,142,1
29,764,220,1
30,811,189,0
31,843,173,1
32,858,370,1
33,890,1276,1
34,921,1213,1
35,992,630,1
36,1000,732,1
37,1197,1276,1
38,1228,1213,0
39,1276,205,1
40,1299,630,0
41,1307,732,1
42,1362,654,1
43,1362,496,0
44,1362,291,1
45,1425,654,1
46,1425,496,1
47,1425,291,1
48,1417,173,1
49,1488,291,1
50,1488,496,1
51,1488,654,1
52,1551,654,0
53,1551,496,0
54,1551,291,0
55,1614,291,1
56,1614,496,1
57,1614,654,1
58,1732,189,1
59,1811,1276,0
60,1843,1213,1
61,1913,630,1
62,1921,732,1
63,2087,370,0
64,2118,1276,0
65,2150,1213,1
66,2189,205,0
67,2220,189,1
68,2220,630,1
69,2228,732,1
70,2244,142,1
71,2276,315,1
72,2276,496,1
73,2276,654,1
74,2315,654,1
75,2315,496,1
76,2315,315,1
77,2331,142,1
78,2346,315,1
79,2346,496,1
80,2346,654,1
81,2362,142,1
82,2402,157,1
83,2402,220,1
84,2480,142,0
85,2496,370,0
86,2528,1276,1
87,2559,1213,1
88,2630,630,1
89,2638,732,1
90,2756,69,1
91,2787,69,0
92,2803,370,1
93,2835,1276,1
94,2866,1213,1
95,2906,69,1
96,2937,69,1
97,2937,630,1
98,2945,732,1
99,3016,1276,1
100,3055,69,1
101,3087,69,1
102,606,220,0
103,1165,370,1
104,1780,370,1
