0,1357,1905,1
1,2650,802,1
2,1774,107,1
3,1307,964,1
4,3806,746,1
5,2687,1353,0
6,43,1957,1
7,3092,1668,1
8,185,1542,1
9,834,629,1
10,40,462,1
11,1183,1391,1
12,2048,1628,1
13,1097,643,1
14,1838,1732,1
15,234,1118,1
16,3314,1881,1
17,737,1285,1
18,779,777,1
19,2312,1949,1
20,2576,189,1
21,3078,1541,1
22,2781,478,1
23,705,1812,1
24,3409,1917,0
25,323,1714,1
26,1660,1556,1
27,3729,1188,1
28,693,1383,0
29,2361,640,1
30,2433,1538,1
31,554,1825,1
32,913,317,0
33,3586,1909,1
34,2636,727,1
35,1000,457,0
36,482,1337,1
37,3704,1082,1
38,3635,1174,1
39,1362,1526,1
40,2049,417,1
41,2552,1909,1
42,3939,640,1
43,219,898,1
44,812,351,0
45,901,1552,1
46,2513,1572,0
47,242,584,1
48,826,1226,1
49,3278,799,1
50,86,1065,0
51,14,454,1
52,1327,1893,1
53,2773,1286,1
54,2469,1838,0
55,3835,963,1
56,1031,428,1
57,3853,1712,1
58,1868,197,0
59,1544,863,1
60,457,1607,1
61,3174,1064,1
62,192,1004,1
63,2318,1925,0
64,2232,1374,1
65,396,828,1
66,2365,1649,1
67,2499,658,1
68,1410,307,1
69,2990,214,1
70,3646,1018,1
71,3394,1028,1
72,1779,90,1
73,1058,372,1
74,2933,1459,1
75,3099,173,0
76,2178,978,1
77,138,1610,1
78,2082,1753,1
79,2302,1127,1
80,805,272,1
81,22,1617,1
82,3213,1085,1
83,99,536,1
84,1533,1780,0
85,3564,676,1
86,29,6,1
87,3808,1375,1
88,2221,291,1
89,3499,1885,1
90,3124,408,1
91,781,671,1
92,1027,1041,1
93,3249,378,1
94,3297,491,1
95,213,220,1
96,721,186,1
97,3736,1542,1
98,868,731,1
99,960,303,1
100,1380,939,0
101,2848,96,1
102,3510,1671,1
103,457,334,1
104,3888,666,1
105,984,965,1
106,2721,1482,1
107,1286,525,1
108,2716,1432,1
109,738,1325,0
110,1251,1832,1
111,2728,1698,1
112,3815,169,0
113,3683,1533,1
114,1247,1945,0
115,123,862,1
116,1234,1946,1
117,252,1240,1
118,611,673,1
119,2576,1676,1
120,928,1700,1
121,53,857,0
122,1807,1711,1
123,274,1420,1
124,2574,946,0
125,178,24,1
126,2678,1825,1
127,1795,962,1
128,3384,1498,0
129,3520,1079,1
130,1256,61,1
131,1424,1728,1
132,3913,192,0
133,3085,1528,1
134,2573,1969,1
135,463,1670,1
136,3875,598,0
137,298,1513,1
138,3479,821,1
139,2542,236,0
140,3955,1743,1
141,1323,280,1
142,3447,1830,1
143,2936,337,1
144,1621,1830,1
145,3373,1646,1
146,1393,1368,1
147,3874,1318,1
148,938,955,0
149,3022,474,1
150,2482,1183,1
151,3854,923,1
152,376,825,1
153,2519,135,0
154,2945,1622,1
155,953,268,1
156,2628,1479,1
157,2097,981,1
158,890,1846,0
159,2139,1806,1
160,2421,1007,1
161,2290,1810,1
162,1115,1052,0
163,2588,302,0
164,327,265,1
165,241,341,1
166,1917,687,1
167,2991,792,0
168,2573,599,1
169,19,674,1
170,3911,1673,1
171,872,1559,1
172,2863,558,1
173,929,1766,1
174,839,620,1
175,3893,102,1
176,2178,1619,1
177,3822,899,1
178,378,1048,1
179,1178,100,1
180,2599,901,1
181,3416,143,1
182,2961,1605,0
183,611,1384,1
184,3113,885,1
185,2597,1830,1
186,2586,1286,0
187,161,906,1
188,1429,134,1
189,742,1025,1
190,1625,1651,1
191,1187,706,1
192,1787,1009,1
193,22,987,1
194,3640,43,1
195,3756,882,1
196,776,392,1
197,1724,1642,0
198,198,1810,1
199,3950,1558,1
