0,3140,1401,1
1,556,1056,1
2,3675,1522,1
3,1182,1853,1
4,3595,111,1
5,962,1895,1
6,2030,1186,1
7,3507,1851,0
8,2642,1269,1
9,3438,901,1
10,3858,1472,1
11,2937,1568,0
12,376,1018,0
13,839,1355,1
14,706,1925,1
15,749,920,1
16,298,615,1
17,694,552,1
18,387,190,0
19,2801,695,1
20,3133,1143,0
21,1517,266,1
22,1538,224,1
23,844,520,1
24,2639,1239,1
25,3123,217,1
26,2489,1520,1
27,3834,1827,0
28,3417,1808,1
29,2938,543,0
30,71,1323,1
31,3245,1828,1
32,731,1741,1
33,2312,1270,1
34,2426,1851,1
35,380,478,1
36,2310,635,1
37,2830,775,1
38,3829,513,1
39,3684,445,1
40,171,514,1
41,627,1261,1
42,1490,1123,1
43,61,81,1
44,422,542,1
45,2698,1221,1
46,2372,127,1
47,177,1390,1
48,3084,748,1
49,1213,910,1
50,3,1817,1
51,1782,995,1
52,3896,742,1
53,1829,812,1
54,1286,550,1
55,3017,108,1
56,2132,1432,0
57,2000,1110,1
58,3317,1966,1
59,1729,1498,0
60,2408,1747,1
61,3292,152,1
62,193,1210,1
63,782,1462,1
64,2503,352,1
65,1697,1924,1
66,3821,147,0
67,3370,791,1
68,3162,367,1
69,3938,516,1
70,2741,1583,0
71,2330,741,1
72,3918,1088,1
73,1794,1589,1
74,2929,485,1
75,3453,1998,1
76,896,705,0
77,399,850,1
78,2614,195,1
79,2800,653,0
80,2630,20,1
81,563,1513,0
82,1090,1652,1
83,2009,1163,1
84,3876,1165,0
85,3084,774,1
86,1526,1612,1
87,1612,328,1
88,1423,1322,0
89,3058,1276,1
90,3782,1865,1
91,347,252,1
92,3904,1444,1
93,2191,1579,1
94,3220,1454,1
95,468,319,1
96,3611,1968,1
97,3114,1629,1
98,3515,1892,0
99,3060,155,1
100,2995,264,1
101,202,233,1
102,981,848,1
103,1346,408,1
104,781,670,1
105,1009,1001,1
106,2927,1777,1
107,2982,949,1
108,555,1121,1
109,464,1302,1
110,3452,637,1
111,571,1982,1
112,2656,128,0
113,1623,1723,0
114,2067,694,1
115,1725,927,1
116,3600,459,0
117,1109,1196,0
118,366,339,1
119,778,1282,1
120,386,1616,0
121,3918,1217,1
122,3332,1049,1
123,2597,349,1
124,811,1295,1
125,241,1069,0
126,2658,360,1
127,394,1944,1
128,3786,1862,1
129,264,36,1
130,2050,1833,1
131,3538,125,0
132,1646,1817,1
133,2993,624,1
134,547,25,1
135,3373,1902,1
136,460,267,1
137,3060,781,0
138,1828,456,0
139,1021,962,1
140,2347,388,1
141,3535,1112,0
142,1529,581,1
143,1203,385,1
144,1787,1902,1
145,2740,1101,0
146,555,1753,1
147,47,363,1
148,3935,540,0
149,3062,329,1
150,387,199,1
151,2901,920,1
152,931,512,1
153,1766,692,1
154,401,980,1
155,149,1629,1
156,2214,1977,1
157,3805,1619,1
158,1179,969,1
159,1017,333,1
160,2834,1512,1
161,634,294,1
162,1819,814,0
163,1393,859,1
164,1768,1578,0
165,3023,871,1
166,3248,1906,0
167,1632,1742,1
168,2223,990,1
169,3868,697,1
170,1541,354,1
171,2374,1944,1
172,1962,389,1
173,3007,1524,1
174,3220,1945,1
175,2356,1568,1
176,1604,706,1
177,2028,1736,1
178,2581,121,1
179,2221,1578,1
180,2944,632,0
181,1082,1561,1
182,997,942,0
183,2334,523,1
184,1264,1090,0
185,1699,1294,0
186,235,1059,1
187,2592,248,1
188,3642,699,1
189,3599,514,0
190,1766,678,0
191,240,619,1
192,1272,246,1
193,3503,301,0
194,80,1533,1
195,1677,1238,1
196,3766,154,1
197,3946,459,0
198,1994,1852,1
199,278,165,1
