0,1357,1905,1
1,2650,802,1
2,1774,107,1
3,1307,964,1
4,3806,746,1
5,2687,1353,1
6,43,1957,1
7,3092,1668,1
8,185,1542,1
9,834,629,1
10,40,462,1
11,1183,1391,0
12,2048,1628,1
13,1097,643,1
14,1838,1732,1
15,234,1118,1
16,3314,1881,1
17,737,1285,1
18,779,777,0
19,2312,1949,1
20,2576,189,1
21,3078,1541,1
22,2781,478,1
23,705,1812,1
24,3409,1917,1
25,323,1714,1
26,1660,1556,1
27,3729,1188,0
28,693,1383,1
29,2361,640,1
30,2433,1538,1
31,554,1825,1
32,913,317,1
33,3586,1909,1
34,2636,727,1
35,1000,457,1
36,482,1337,1
37,3704,1082,0
38,3635,1174,1
39,1362,1526,1
40,2049,417,0
41,2552,1909,1
42,3939,640,1
43,219,898,1
44,812,351,0
45,901,1552,1
46,2513,1572,1
47,242,584,1
48,826,1226,1
49,3278,799,1
50,86,1065,1
51,14,454,1
52,1327,1893,1
53,2773,1286,1
54,2469,1838,1
55,3835,963,0
56,1031,428,0
57,3853,1712,1
58,1868,197,1
59,1544,863,1
60,457,1607,1
61,3174,1064,1
62,192,1004,1
63,2318,1925,1
64,2232,1374,1
65,396,828,1
66,2365,1649,1
67,2499,658,1
68,1410,307,1
69,2990,214,1
70,3646,1018,1
71,3394,1028,1
72,1779,90,0
73,1058,372,1
74,2933,1459,1
75,3099,173,1
76,2178,978,1
77,138,1610,1
78,2082,1753,1
79,2302,1127,1
80,805,272,0
81,22,1617,1
82,3213,1085,1
83,99,536,1
84,1533,1780,1
85,3564,676,1
86,29,6,1
87,3808,1375,0
88,2221,291,1
89,3499,1885,1
90,3124,408,1
91,781,671,1
92,1027,1041,1
93,3249,378,1
94,3297,491,1
95,213,220,1
96,721,186,1
97,3736,1542,1
98,868,731,1
99,960,303,1
100,3825,1101,1
101,2779,435,1
102,201,693,1
103,2502,1274,1
104,765,833,1
105,3105,1823,1
106,1937,1400,1
107,3364,1498,1
108,3702,1624,1
109,2164,1874,0
110,3019,189,1
111,3098,1594,1
112,3239,1376,1
113,3359,1693,1
114,2081,1011,1
115,1398,1100,1
116,618,1953,1
117,1878,59,1
118,3803,886,1
119,397,1217,1
120,3035,152,1
121,2502,146,1
122,3230,380,0
123,3479,1023,0
124,958,1670,1
125,3423,1241,1
126,78,1066,1
127,96,691,1
128,3431,78,1
129,2053,1461,1
130,3048,1,1
131,571,1711,0
132,3393,782,1
133,2835,1472,1
134,144,1185,1
135,923,108,1
136,989,1997,1
137,3061,1211,1
138,2977,39,1
139,1668,658,0
140,878,715,0
141,678,1599,1
142,1086,868,0
143,640,110,1
144,3551,1673,1
145,106,1267,1
146,2243,1332,1
147,3796,1401,1
148,2643,1320,1
149,48,267,1
