0,1380,939,0
1,2848,96,1
2,3510,1671,1
3,457,334,0
4,3888,666,1
5,984,965,1
6,2721,1482,1
7,1286,525,1
8,2716,1432,1
9,738,1325,1
10,1251,1832,1
11,2728,1698,1
12,3815,169,1
13,3683,1533,1
14,1247,1945,1
15,123,862,1
16,1234,1946,1
17,252,1240,1
18,611,673,1
19,2576,1676,1
20,928,1700,1
21,53,857,1
22,1807,1711,1
23,274,1420,0
24,2574,946,1
25,178,24,1
26,2678,1825,1
27,1795,962,1
28,3384,1498,1
29,3520,1079,1
30,1256,61,1
31,1424,1728,1
32,3913,192,1
33,3085,1528,1
34,2573,1969,0
35,463,1670,1
36,3875,598,0
37,298,1513,1
38,3479,821,1
39,2542,236,1
40,3955,1743,0
41,1323,280,1
42,3447,1830,1
43,2936,337,1
44,1621,1830,1
45,3373,1646,1
46,1393,1368,1
47,3874,1318,1
48,938,955,1
49,3022,474,0
50,2482,1183,1
51,3854,923,1
52,376,825,1
53,2519,135,1
54,2945,1622,1
55,953,268,1
56,2628,1479,1
57,2097,981,0
58,890,1846,1
59,2139,1806,1
60,2421,1007,0
61,2290,1810,1
62,1115,1052,1
63,2588,302,1
64,327,265,0
65,241,341,1
66,1917,687,1
67,2991,792,1
68,2573,599,1
69,19,674,1
70,3911,1673,1
71,872,1559,1
72,2863,558,1
73,929,1766,1
74,839,620,1
75,3893,102,1
76,2178,1619,1
77,3822,899,1
78,378,1048,1
79,1178,100,1
80,2599,901,1
81,3416,143,1
82,2961,1605,1
83,611,1384,1
84,3113,885,1
85,2597,1830,1
86,2586,1286,1
87,161,906,1
88,1429,134,1
89,742,1025,1
90,1625,1651,0
91,1187,706,1
92,1787,1009,1
93,22,987,1
94,3640,43,1
95,3756,882,1
96,776,392,1
97,1724,1642,0
98,198,1810,0
99,3950,1558,1
100,3477,949,1
101,91,1732,1
102,3972,329,0
103,198,1632,1
104,1806,733,0
105,538,1023,1
106,3430,1088,1
107,2186,766,1
108,1513,1646,1
109,2143,1611,1
110,53,1657,1
111,3404,1307,1
112,1034,1344,0
113,2823,376,1
114,3104,1931,1
115,3232,324,1
116,2790,1457,1
117,374,9,0
118,741,146,1
119,3083,1938,1
120,3502,1067,1
121,1280,237,1
122,3326,1846,1
123,217,38,1
124,2503,1172,1
125,3527,41,1
126,739,1850,1
127,3548,1999,1
128,48,154,1
129,1419,872,1
130,1689,1223,1
131,3468,1404,1
132,1628,253,1
133,382,872,1
134,3029,1242,1
135,3646,1758,0
136,285,1029,1
137,1782,93,1
138,1067,371,0
139,2849,1214,1
140,920,1835,1
141,1741,712,1
142,876,220,0
143,2753,283,1
144,2609,1286,1
145,3941,258,1
146,3613,523,1
147,1754,559,1
148,2916,1724,1
149,2445,1820,1
